Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/4/2018,12:13:00,MCP,Headquarters and Special Operations,DRIVING VEH IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HWY,MONTGOMERY VILLAGE AVE / CHRISTOPHER AVE,39.15763333,-77.20514,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,4S CAMRY,BLACK,Warning,21-801(a),Transportation Article,No,ASIAN,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1576333333333, -77.20514)"
1/4/2018,21:20:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CONNECTICUT AVE  /  CHEVY CHASE LAKE DR,39.00218667,-77.07710333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,FORD,EXPLORER,RED,Warning,13-411(d),Transportation Article,No,BLACK,F,ADELPHI,MD,MD,A - Marked Patrol,"(39.0021866666667, -77.0771033333333)"
1/4/2018,6:26:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,WB BRIGGS CHANEY RD @ RAMP FR SB RT 29,39.08400667,-76.95137667,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2012,TOYT,SU,N/A,Warning,21-202(h1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0840066666667, -76.9513766666667)"
1/4/2018,10:16:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E/B FALLS RD @ I-270,39.07034667,-77.16915833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2008,HONDA,ACCORD 4DR,"BLUE, DARK",Warning,21-201(a1),Transportation Article,No,WHITE,F,MCLEAN,VA,VA,A - Marked Patrol,"(39.0703466666667, -77.1691583333333)"
1/4/2018,5:42:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,SB 270 AT FATHER HURLEY BLVD,,,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2017,VOLVO,SUV,GRAY,Warning,21-309(b),Transportation Article,No,WHITE,M,MIDDLETOWN,MD,MD,A - Marked Patrol,
1/4/2018,5:42:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",SB 270 AT FATHER HURLEY BLVD,,,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2017,VOLVO,SUV,GRAY,Warning,21-901.1(b),Transportation Article,No,WHITE,M,MIDDLETOWN,MD,MD,A - Marked Patrol,
1/4/2018,5:42:00,MCP,"4th district, Wheaton",UNSAFE PASSING TO RIGHT OF OVERTAKEN VEH.,SB 270 AT FATHER HURLEY BLVD,,,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2017,VOLVO,SUV,GRAY,Warning,21-304(b),Transportation Article,No,WHITE,M,MIDDLETOWN,MD,MD,A - Marked Patrol,
1/4/2018,11:47:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,13729 CONNECTICUT AVE ASPEN HILL SC,39.07894333,-77.079375,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2017,TOYOTA,HIGHLANDER,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0789433333333, -77.079375)"
1/4/2018,11:47:00,MCP,"4th district, Wheaton","STANDING, PARKING VEH. WITHIN 20 FEET OF CROSSWALK",13729 CONNECTICUT AVE ASPEN HILL SC,39.07894333,-77.079375,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2017,TOYOTA,HIGHLANDER,SILVER,Warning,21-1003(n),Transportation Article,No,BLACK,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0789433333333, -77.079375)"
1/4/2018,6:15:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,19 FIRST FIELD RD,39.13800667,-77.225635,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,MINI,COOPER,WHITE,Warning,21-301(a),Transportation Article,No,ASIAN,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1380066666667, -77.225635)"
1/4/2018,14:44:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTGOMERY PKWY/E. JEFFERSON ST,39.05102233,-77.12910717,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2011,MAZDA,CX-7,BLACK,Warning,13-411(d),Transportation Article,No,BLACK,M,MEDFORD,MA,MA,A - Marked Patrol,"(39.0510223333333, -77.1291071666667)"
1/4/2018,14:44:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MONTGOMERY PKWY/E. JEFFERSON ST,39.05102233,-77.12910717,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2011,MAZDA,CX-7,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,M,MEDFORD,MA,MA,A - Marked Patrol,"(39.0510223333333, -77.1291071666667)"
1/4/2018,14:44:00,MCP,"2nd district, Bethesda",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,MONTGOMERY PKWY/E. JEFFERSON ST,39.05102233,-77.12910717,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2011,MAZDA,CX-7,BLACK,Warning,13-401(d),Transportation Article,No,BLACK,M,MEDFORD,MA,MA,A - Marked Patrol,"(39.0510223333333, -77.1291071666667)"
1/4/2018,14:43:00,MCP,"4th district, Wheaton","MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM, NOISE ABATEMENT DEVICE",3603 KENWAY ST,39.07134833,-77.07235167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,ACURA,TSX,RED,Warning,22-609(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0713483333333, -77.0723516666667)"
1/4/2018,14:43:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,3603 KENWAY ST,39.07134833,-77.07235167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,ACURA,TSX,RED,Warning,22-406(i1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0713483333333, -77.0723516666667)"
1/4/2018,14:43:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,3603 KENWAY ST,39.07134833,-77.07235167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,ACURA,TSX,RED,Warning,13-411(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0713483333333, -77.0723516666667)"
1/4/2018,18:56:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,EAST WEST HWY AT BEACH DR,38.99255,-77.06335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,COROLLA,WHITE,Warning,21-202(h1),Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol,"(38.99255, -77.06335)"
1/4/2018,18:56:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,EAST WEST HWY AT BEACH DR,38.99255,-77.06335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,COROLLA,WHITE,Warning,16-112(c),Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol,"(38.99255, -77.06335)"
1/4/2018,20:23:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK RD @ REDLAND RD,39.090485,-77.15249833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ACCORD,BLACK,Warning,16-112(c),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.090485, -77.1524983333333)"
1/4/2018,20:23:00,MCP,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,FREDERICK RD @ REDLAND RD,39.090485,-77.15249833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ACCORD,BLACK,Warning,13-411(f),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.090485, -77.1524983333333)"
1/4/2018,20:23:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,FREDERICK RD @ REDLAND RD,39.090485,-77.15249833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ACCORD,BLACK,Warning,13-411(d),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.090485, -77.1524983333333)"
1/4/2018,20:23:00,MCP,"1st district, Rockville",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,FREDERICK RD @ REDLAND RD,39.090485,-77.15249833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ACCORD,BLACK,Warning,13-401(d),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.090485, -77.1524983333333)"
1/4/2018,20:26:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,PRETTYMAN DR/WINDY KNOLL DR,39.09075333,-77.19434167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,ACUR,4S,SILVER,Warning,21-707(a),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0907533333333, -77.1943416666667)"
1/4/2018,0:02:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LOCKWOOD DRIVE/ NEW HAMPSHIRE AVENUE,39.03942833,-76.99122667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,CHEVY,IMPALA,WHITE,Warning,21-201(a1),Transportation Article,No,BLACK,M,SEVERN,MD,DC,A - Marked Patrol,"(39.0394283333333, -76.9912266666667)"
1/4/2018,2:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODFIELD RD @ EMORY GROVE RD,39.15537167,-77.16747333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,GMC,TK,SILVER,Warning,21-204(d),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1553716666667, -77.1674733333333)"
1/4/2018,2:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD RD @ EMORY GROVE RD,39.15537167,-77.16747333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,GMC,TK,SILVER,Warning,21-201(a1),Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1553716666667, -77.1674733333333)"
1/4/2018,2:11:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WOODFIELD RD @ EMORY GROVE RD,39.15403667,-77.17919,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYOTA,COROLLA,TAN,Warning,21-204(d),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1540366666667, -77.17919)"
1/4/2018,2:11:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD RD @ EMORY GROVE RD,39.15403667,-77.17919,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYOTA,COROLLA,TAN,Warning,21-201(a1),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1540366666667, -77.17919)"
1/4/2018,16:38:00,MCP,"2nd district, Bethesda","DRIVER WRITING A TEXT,ELECTRONIC MSG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",NB WISCONSIN AVE/ EAST WEST HWY,38.98602167,-77.09434167,No,No,No,No,No,No,No,No,No,No,IL,02 - Automobile,2015,INFINITI,QX60,SILVER,Warning,21-1124.1(b),Transportation Article,No,WHITE,M,CHICAGO,IL,IL,A - Marked Patrol,"(38.9860216666667, -77.0943416666667)"
1/4/2018,22:33:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,WB EAST WEST HWY/ EDGEVALE STREET,38.98516333,-77.09066333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,PRIUS,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,Q - Marked Laser,"(38.9851633333333, -77.0906633333333)"
1/4/2018,19:33:00,MCP,"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,FREDERICK RD / SHADY GROVE RD,39.115915,-77.16692833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,ESCORT,GREEN,Warning,22-204(f),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.115915, -77.1669283333333)"
1/4/2018,19:33:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP BEFORE ENTERING HWY. FROM PRIVATE DRIVEWAY,FREDERICK RD / SHADY GROVE RD,39.115915,-77.16692833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,ESCORT,GREEN,Warning,21-404(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.115915, -77.1669283333333)"
1/4/2018,10:36:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B GEORGIA AVE / CAMERON ST,38.99715567,-77.02956167,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,KIA,SPORTAGE,BLACK,Warning,16-112(c),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9971556666667, -77.0295616666667)"
1/4/2018,16:02:00,MCP,"3rd district, Silver Spring",FAILURE OF DRIVER TO YIELD RIGHT-OF-WAY TO EMERGENCY VEH. USING SIGNALS,CLOPPER RD / STONERIDGE DR,39.1490755,-77.24054467,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,2009,FORD,FOCUS,RED,Warning,21-405(a),Transportation Article,No,BLACK,F,RANSON,WV,WV,A - Marked Patrol,"(39.1490755, -77.2405446666667)"
1/4/2018,16:08:00,MCP,"3rd district, Silver Spring",FAILURE OF DRIVER TO YIELD RIGHT-OF-WAY TO EMERGENCY VEH. USING SIGNALS,CLOPPER RD / STONERIDGE DR,39.14909733,-77.240554,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CIVIC,SILVER,Warning,21-405(a),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1490973333333, -77.240554)"
1/4/2018,16:08:00,MCP,"3rd district, Silver Spring",FAILURE OF MV OPER TO PRESENT EVIDENCE OF REQUIRED SECURITY ON REQUEST OF A LAW ENFORCEMENT OFFICER,CLOPPER RD / STONERIDGE DR,39.14909733,-77.240554,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CIVIC,SILVER,Warning,17-104.2(b2),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1490973333333, -77.240554)"
1/4/2018,6:05:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,355 AT BOU AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISS,TK,RED,Warning,21-201(a1),Transportation Article,No,BLACK,M,ARLINGTON,TX,TX,A - Marked Patrol,
1/4/2018,6:05:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,355 AT BOU AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISS,TK,RED,Warning,21-707(a),Transportation Article,No,BLACK,M,ARLINGTON,TX,TX,A - Marked Patrol,
1/4/2018,6:05:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,355 AT BOU AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISS,TK,RED,Warning,21-202(h1),Transportation Article,No,BLACK,M,ARLINGTON,TX,TX,A - Marked Patrol,
1/4/2018,0:03:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD W / CADDINGTON AVE,39.03165167,-77.02233667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2018,VOLKSWAGON,JETTA,BLACK,Warning,16-112(c),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0316516666667, -77.0223366666667)"
1/4/2018,0:03:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD W / CADDINGTON AVE,39.03165167,-77.02233667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2018,VOLKSWAGON,JETTA,BLACK,Warning,13-409(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0316516666667, -77.0223366666667)"
1/4/2018,0:03:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,UNIVERSITY BLVD W / CADDINGTON AVE,39.03165167,-77.02233667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2018,VOLKSWAGON,JETTA,BLACK,Warning,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0316516666667, -77.0223366666667)"
1/4/2018,0:08:00,MCP,"4th district, Wheaton",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,NORBECK RD/ FIRESTONE DR,39.12109667,-77.011435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,SU,SILVER,Warning,13-414(a),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.1210966666667, -77.011435)"
1/4/2018,0:08:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,NORBECK RD/ FIRESTONE DR,39.12109667,-77.011435,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,JEEP,SU,SILVER,Warning,21-801.1,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.1210966666667, -77.011435)"
1/4/2018,17:15:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,BEL PRE@HOMECREST,39.09098333,-77.06238,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYOTA,CAMRY,GREEN,Warning,13-411(f),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0909833333333, -77.06238)"
1/4/2018,17:23:00,MCP,"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,BEL PRE @ NORTH GATE,39.09005167,-77.05126,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2009,GMC,VN,WHITE,Warning,23-104,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0900516666667, -77.05126)"
1/4/2018,1:39:00,MCP,"6th district, Gaithersburg / Montgomery Village","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",GOSHEN RD @ EMORY GROVE RD,39.16091333,-77.19265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,JEEP,SU,WHITE,Warning,22-204(a),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1609133333333, -77.19265)"
1/4/2018,1:39:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,GOSHEN RD @ EMORY GROVE RD,39.16091333,-77.19265,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,JEEP,SU,WHITE,Warning,21-204(b),Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1609133333333, -77.19265)"
1/4/2018,3:18:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WATKINS MILL RD @ STEDWICK RD,39.16338833,-77.20323,No,No,No,No,No,No,No,No,No,No,ND,02 - Automobile,2009,HONDA,ACCORD,WHITE,Warning,21-204(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1633883333333, -77.20323)"
1/4/2018,3:18:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,WATKINS MILL RD @ STEDWICK RD,39.16338833,-77.20323,No,No,No,No,No,No,No,No,No,No,ND,02 - Automobile,2009,HONDA,ACCORD,WHITE,Warning,16-116(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1633883333333, -77.20323)"
1/4/2018,4:08:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WATKINS MILL RD @ STEDWICK RD,39.16515167,-77.20476167,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2003,CHEVY,IMPALA,RED,Warning,21-204(b),Transportation Article,No,BLACK,M,GARYSBURG,NC,NC,A - Marked Patrol,"(39.1651516666667, -77.2047616666667)"
1/4/2018,0:13:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ROCKVILLE PIKE / POOKS HILL RD,39.01804,-77.10118667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,SUBARU,FORESTER,WHITE,Warning,13-409(b),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.01804, -77.1011866666667)"
1/4/2018,14:44:00,MCP,"2nd district, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,OLD GEORGETOWN RD @ CHARLES ST,39.00782267,-77.11258183,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYOTA,COROLLA,TAN,Warning,21-309(b),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.0078226666667, -77.1125818333333)"
1/4/2018,9:00:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,RIVER RD @ BEECH TREE RD,,,No,No,No,Yes,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,2008,STERLING,DS,YELLOW,Warning,21-801(b),Transportation Article,Yes,BLACK,M,BOWIE,MD,MD,B - Unmarked Patrol,
1/4/2018,16:28:00,MCP,"4th district, Wheaton",TAILLIGHTS (*),GEORGIA  AVE/BEL PRE ROAD,39.092485,-77.07965833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,ESERO,56*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.092485, -77.0796583333333)"
1/4/2018,16:28:00,MCP,"4th district, Wheaton",I.D. LAMP (*),GEORGIA  AVE/BEL PRE ROAD,39.092485,-77.07965833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,FOCUS,WHITE,ESERO,88*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.092485, -77.0796583333333)"
1/4/2018,17:23:00,MCP,"4th district, Wheaton",HEADLIGHTS (*),BEL PRE @ NORTH GATE,39.09005167,-77.05126,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2009,GMC,VN,WHITE,ESERO,55*,,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0900516666667, -77.05126)"
1/4/2018,0:13:00,MCP,"2nd district, Bethesda",STOP LIGHTS (*),ROCKVILLE PIKE / POOKS HILL RD,39.01804,-77.10118667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,SUBARU,FORESTER,WHITE,ESERO,64*,,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.01804, -77.1011866666667)"
1/4/2018,19:24:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),UNIVERSITY BLVD @ 495,39.04131833,-76.99077333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1989,TOYOTA,CAMRY,TAN,ESERO,64*,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0413183333333, -76.9907733333333)"
1/4/2018,18:45:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,NEW HAMPSHIRE AVE/ OLNEY SANDY SPRING RD,39.149455,-77.01237167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,VN,WHITE,Citation,21-402(a),Transportation Article,No,WHITE,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.149455, -77.0123716666667)"
1/4/2018,22:06:00,MCP,"4th district, Wheaton",DRIVING WRONG WAY--ONE WAY STREET,GEORGIA AVE/ROSECROFT RD,39.102635,-77.07721333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,CAMRY,BLACK,Citation,21-308(a),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.102635, -77.0772133333333)"
1/4/2018,22:06:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE/ROSECROFT RD,39.102635,-77.07721333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,CAMRY,BLACK,Citation,13-401(h),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.102635, -77.0772133333333)"
